email;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
brooksmark@gay-smith.info;Male;42;White;Married-civ-spouse;Some-college;United-States;Local-gov;Craft-repair;>50K
jacob29@gmail.com;Female;34;Black;Divorced;Assoc-acdm;United-States;Private;Sales;<=50K
iyoder@gonzalez-hall.com;Female;60;White;Divorced;Bachelors;United-States;Private;Prof-specialty;<=50K
neil17@cross-cortez.org;Male;21;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
williamyoung@stewart.com;Male;57;White;Married-civ-spouse;Masters;United-States;Federal-gov;Sales;>50K
wjefferson@gross.com;Male;41;White;Married-civ-spouse;Prof-school;United-States;Private;Prof-specialty;>50K
josewood@hotmail.com;Male;50;White;Divorced;Some-college;United-States;Private;Other-service;<=50K
brendajones@hotmail.com;Female;25;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
zoe72@green-brewer.net;Male;50;White;Married-civ-spouse;7th-8th;Ecuador;Private;Craft-repair;<=50K
sjarvis@hotmail.com;Male;36;White;Married-civ-spouse;Bachelors;United-States;Private;Prof-specialty;<=50K
pschultz@kaufman.com;Female;31;White;Divorced;HS-grad;United-States;Private;Prof-specialty;<=50K
leecraig@hotmail.com;Male;29;White;Never-married;Bachelors;United-States;Local-gov;Protective-serv;<=50K
beasleyjoshua@yahoo.com;Male;21;White;Never-married;Some-college;United-States;Private;Sales;<=50K
abrady@gmail.com;Female;27;Black;Never-married;Bachelors;United-States;Private;Tech-support;<=50K
jasondyer@allen.net;Male;65;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
michellesherman@paul.info;Female;37;White;Divorced;Bachelors;United-States;Self-emp-inc;Sales;<=50K
rwhite@martinez.com;Male;24;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
wilsondennis@gmail.com;Male;38;White;Divorced;HS-grad;United-States;Private;Sales;<=50K
vhenry@martin-baker.net;Male;48;White;Married-civ-spouse;Bachelors;United-States;Private;Adm-clerical;>50K
tammyfleming@torres.net;Female;21;Asian-Pac-Islander;Never-married;Some-college;United-States;Private;Other-service;<=50K
laura59@stout-choi.com;Male;31;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;>50K
cortezemily@gmail.com;Male;55;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;>50K
ericewing@gmail.com;Female;24;Asian-Pac-Islander;Married-civ-spouse;Some-college;Laos;Private;Adm-clerical;<=50K
sandrawelch@williams.info;Female;43;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
djones@yahoo.com;Male;26;White;Never-married;Assoc-acdm;United-States;Private;Tech-support;<=50K
williamsonbrittany@newman.com;Female;46;White;Never-married;Assoc-acdm;United-States;Private;Prof-specialty;<=50K
dmedina@massey-rodriguez.org;Male;35;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Adm-clerical;>50K
robinromero@gmail.com;Male;41;White;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Farming-fishing;>50K
raymondcox@yahoo.com;Male;26;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
jason12@gmail.com;Male;34;Asian-Pac-Islander;Married-civ-spouse;Masters;Taiwan;Private;Exec-managerial;>50K
swalton@yahoo.com;Female;36;Black;Divorced;Bachelors;United-States;Self-emp-not-inc;Prof-specialty;>50K
joseph96@cohen-lawrence.info;Male;22;White;Never-married;Some-college;United-States;Private;Sales;<=50K
angelapadilla@wilkinson-wallace.com;Male;24;White;Never-married;Some-college;United-States;Private;Machine-op-inspct;<=50K
brian75@gmail.com;Male;77;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Sales;<=50K
peteryu@bowen.info;Female;22;White;Married-civ-spouse;5th-6th;Mexico;Private;Machine-op-inspct;<=50K
alan96@hotmail.com;Female;29;White;Never-married;Some-college;United-States;Private;Tech-support;<=50K
christopher01@gmail.com;Female;62;White;Widowed;HS-grad;United-States;Private;Other-service;<=50K
davidtorres@hotmail.com;Male;39;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Exec-managerial;<=50K
keith19@hotmail.com;Male;43;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
warrenjoseph@yahoo.com;Male;35;White;Divorced;HS-grad;United-States;Private;Transport-moving;<=50K
william41@shaffer.biz;Female;29;White;Never-married;11th;United-States;Private;Exec-managerial;<=50K
ifarley@mccall-powers.info;Male;76;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Craft-repair;<=50K
levigonzalez@ray.com;Male;63;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Farming-fishing;<=50K
nguyencindy@doyle-lam.com;Female;43;White;Married-civ-spouse;Some-college;United-States;Private;Prof-specialty;>50K
epowers@roberts-park.com;Male;58;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Handlers-cleaners;<=50K
ssmith@yahoo.com;Male;66;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
jonathan46@yahoo.com;Male;41;Black;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
adamriley@hotmail.com;Male;26;White;Never-married;Bachelors;United-States;Private;Adm-clerical;<=50K
hurstjulia@hotmail.com;Male;47;White;Never-married;Assoc-voc;United-States;Private;Other-service;<=50K
scottwright@yahoo.com;Male;55;White;Married-civ-spouse;10th;United-States;Local-gov;Adm-clerical;<=50K
wilsonchristopher@smith-riddle.org;Male;53;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
samantharamirez@gmail.com;Male;17;White;Never-married;5th-6th;Mexico;Private;Other-service;<=50K
rcharles@yahoo.com;Male;30;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
kdavidson@garrett-williams.biz;Male;49;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
ngarza@fitzpatrick.com;Male;19;Black;Never-married;HS-grad;Haiti;Private;Sales;<=50K
howardellen@gmail.com;Male;45;Black;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
jbowers@gmail.com;Male;26;White;Never-married;Assoc-acdm;United-States;Private;Sales;<=50K
jenniferperez@hotmail.com;Male;38;White;Married-civ-spouse;Assoc-voc;United-States;Private;Craft-repair;>50K
mcdanielmary@moore.com;Male;36;White;Married-civ-spouse;HS-grad;United-States;State-gov;Protective-serv;>50K
kingcraig@gmail.com;Male;33;White;Never-married;HS-grad;United-States;Private;Farming-fishing;<=50K
qmarsh@dawson-harris.com;Female;22;Black;Never-married;Some-college;United-States;State-gov;Protective-serv;<=50K
scottarnold@bentley.info;Male;43;White;Never-married;Bachelors;United-States;Self-emp-not-inc;Sales;<=50K
tracyriley@gmail.com;Male;56;White;Married-spouse-absent;Assoc-acdm;Iran;Private;Other-service;<=50K
andreacraig@gmail.com;Male;31;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
harriskayla@gmail.com;Male;33;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
hfernandez@hotmail.com;Male;26;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
bbrown@gmail.com;Male;33;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
moorekathryn@gmail.com;Male;46;White;Married-civ-spouse;11th;United-States;Local-gov;Transport-moving;<=50K
palmerbonnie@hotmail.com;Male;38;White;Married-civ-spouse;HS-grad;United-States;Federal-gov;Adm-clerical;>50K
nealdaniel@perry-franklin.biz;Male;65;Other;Widowed;11th;United-States;Private;Other-service;<=50K
angelacampos@gmail.com;Male;40;White;Married-civ-spouse;Assoc-voc;United-States;Private;Tech-support;>50K
elizabethschmidt@wood.net;Female;42;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
kweaver@young.com;Male;26;White;Married-civ-spouse;9th;Portugal;Self-emp-not-inc;Craft-repair;<=50K
bmarquez@fernandez.org;Female;36;White;Married-civ-spouse;10th;United-States;Private;Other-service;<=50K
odouglas@yahoo.com;Male;62;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
patrickgarcia@hotmail.com;Male;43;White;Married-civ-spouse;Bachelors;United-States;Private;Transport-moving;<=50K
martinheather@yahoo.com;Male;43;White;Divorced;Bachelors;United-States;Private;Exec-managerial;>50K
bakerrichard@miller.net;Male;22;White;Married-spouse-absent;HS-grad;United-States;Private;Sales;<=50K
eddie49@yahoo.com;Male;28;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
gravesbruce@gmail.com;Male;56;White;Married-civ-spouse;Some-college;United-States;Self-emp-not-inc;Sales;<=50K
kingkaren@hotmail.com;Female;22;White;Never-married;Assoc-acdm;United-States;Private;Sales;<=50K
nathaniellyons@gmail.com;Female;57;White;Divorced;Bachelors;United-States;Private;Exec-managerial;>50K
brandon23@hotmail.com;Female;39;White;Divorced;HS-grad;United-States;Private;Sales;<=50K
goodwinheather@hotmail.com;Female;26;White;Never-married;Some-college;United-States;Federal-gov;Adm-clerical;<=50K
ann05@gmail.com;Male;17;White;Never-married;11th;United-States;Private;Other-service;<=50K
xyoung@snyder.net;Male;40;White;Married-civ-spouse;Assoc-voc;United-States;State-gov;Machine-op-inspct;>50K
smithvirginia@hotmail.com;Male;45;Black;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
ytownsend@hotmail.com;Male;44;Black;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
pfoster@hotmail.com;Female;20;White;Never-married;Some-college;United-States;Local-gov;Adm-clerical;<=50K
bsanchez@williams-santana.com;Female;33;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
chall@estes.com;Male;23;White;Never-married;Some-college;United-States;Private;Sales;<=50K
ahill@hotmail.com;Male;46;White;Divorced;Masters;United-States;Self-emp-not-inc;Exec-managerial;<=50K
bbishop@harmon.net;Male;38;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
smithmichael@day.org;Male;54;White;Divorced;HS-grad;United-States;Private;Transport-moving;<=50K
tgriffith@hall-steele.org;Female;46;White;Divorced;5th-6th;United-States;Private;Craft-repair;<=50K
stevendavis@hotmail.com;Male;25;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
jill01@mooney.org;Female;46;White;Divorced;Some-college;United-States;Private;Sales;<=50K
christie33@valdez-allen.com;Female;36;White;Married-civ-spouse;Some-college;United-States;Local-gov;Transport-moving;<=50K
foxanthony@sanchez-cole.net;Female;23;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
baileybarber@massey.com;Male;29;White;Separated;HS-grad;United-States;Private;Machine-op-inspct;<=50K
jonathan62@bishop.com;Female;44;White;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;>50K
jthomas@gmail.com;Female;19;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
bshaffer@robinson.com;Female;19;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
ccarroll@yahoo.com;Female;35;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;>50K
tamarayoung@wade.com;Male;27;White;Never-married;Bachelors;United-States;Private;Craft-repair;<=50K
zhughes@gmail.com;Male;46;White;Separated;Assoc-acdm;United-States;Self-emp-not-inc;Craft-repair;<=50K
ingramrandy@hotmail.com;Female;34;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
russellelizabeth@grant-young.com;Male;44;White;Married-civ-spouse;Some-college;United-States;Private;Tech-support;<=50K
justin81@gmail.com;Female;45;White;Divorced;Some-college;United-States;Private;Handlers-cleaners;<=50K
lewismelinda@hotmail.com;Male;25;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
benjamin59@klein.net;Male;52;White;Married-civ-spouse;Bachelors;United-States;Self-emp-inc;Exec-managerial;>50K
graynatalie@hotmail.com;Male;20;White;Never-married;Some-college;United-States;Private;Handlers-cleaners;<=50K
simmonsdonna@gmail.com;Female;28;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
swood@becker.com;Male;50;White;Married-civ-spouse;Bachelors;United-States;State-gov;Protective-serv;>50K
michelle45@gmail.com;Female;34;White;Divorced;Assoc-voc;United-States;Private;Tech-support;<=50K
gutierrezkim@yahoo.com;Male;28;Other;Married-civ-spouse;7th-8th;Puerto-Rico;Private;Handlers-cleaners;<=50K
epierce@roberts.com;Male;41;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;>50K
kimdenise@hotmail.com;Male;28;White;Married-civ-spouse;HS-grad;United-States;Private;Adm-clerical;<=50K
matthewadams@hotmail.com;Male;46;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Craft-repair;<=50K
smiller@dyer.biz;Male;32;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
kelly85@carter.info;Female;41;Black;Divorced;Some-college;United-States;Local-gov;Other-service;<=50K
chooper@yahoo.com;Female;24;Black;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
hernandezrichard@stone-taylor.info;Female;33;White;Divorced;Some-college;United-States;Private;Exec-managerial;<=50K
ralvarez@roberts.com;Male;46;White;Married-civ-spouse;Doctorate;United-States;Private;Exec-managerial;>50K
kellykevin@gmail.com;Male;31;White;Married-civ-spouse;Some-college;United-States;State-gov;Machine-op-inspct;<=50K
lori82@gmail.com;Male;35;White;Divorced;12th;United-States;Private;Craft-repair;>50K
barbarastewart@burch-aguirre.com;Male;52;White;Married-civ-spouse;1st-4th;Mexico;Private;Machine-op-inspct;<=50K
hernandeztammy@hotmail.com;Female;30;White;Never-married;11th;United-States;Private;Other-service;<=50K
sarahcoleman@hines-parker.com;Male;34;Black;Separated;11th;United-States;Local-gov;Machine-op-inspct;<=50K
istrickland@yahoo.com;Female;34;White;Divorced;HS-grad;United-States;State-gov;Transport-moving;<=50K
danielking@gmail.com;Male;20;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
briannunez@yahoo.com;Male;17;White;Never-married;11th;United-States;Private;Handlers-cleaners;<=50K
bthompson@gmail.com;Female;32;White;Married-civ-spouse;Bachelors;United-States;State-gov;Exec-managerial;>50K
zamoralarry@yahoo.com;Male;29;White;Divorced;HS-grad;United-States;Private;Farming-fishing;<=50K
monicagarcia@hotmail.com;Female;33;White;Never-married;10th;United-States;Private;Craft-repair;<=50K
wallersteven@hotmail.com;Male;25;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
joseph55@vega.biz;Male;36;White;Never-married;Masters;United-States;Federal-gov;Prof-specialty;<=50K
cdavis@allen.info;Male;23;White;Never-married;HS-grad;Dominican-Republic;Private;Handlers-cleaners;<=50K
dale29@yahoo.com;Male;63;White;Married-civ-spouse;HS-grad;United-States;Self-emp-inc;Exec-managerial;>50K
kingbarbara@gmail.com;Male;47;White;Married-civ-spouse;Masters;United-States;Local-gov;Prof-specialty;<=50K
jillian67@gmail.com;Female;40;White;Married-spouse-absent;Bachelors;United-States;Self-emp-not-inc;Prof-specialty;<=50K
qmcclure@bennett-alvarado.com;Female;30;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Other-service;>50K
rmiller@yahoo.com;Male;27;Asian-Pac-Islander;Never-married;Some-college;Philippines;Private;Craft-repair;<=50K
toddfuller@hotmail.com;Male;33;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
james51@morris-rosales.biz;Male;34;Black;Never-married;HS-grad;United-States;Local-gov;Farming-fishing;<=50K
troyhayes@murray.com;Female;34;White;Never-married;Some-college;United-States;Local-gov;Protective-serv;<=50K
rray@robertson-wilson.info;Male;23;White;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;<=50K
hardintina@thompson.com;Female;42;White;Married-civ-spouse;Some-college;United-States;Local-gov;Adm-clerical;<=50K
jessicajohnson@martinez.biz;Male;29;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
rtrujillo@lambert-moon.net;Female;45;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
dawn98@bowers-pearson.info;Male;24;White;Never-married;HS-grad;United-States;Federal-gov;Armed-Forces;<=50K
williambrown@yahoo.com;Male;44;White;Married-civ-spouse;Some-college;United-States;Private;Prof-specialty;>50K
nicholassmith@hotmail.com;Male;27;White;Never-married;9th;Mexico;Private;Craft-repair;<=50K
mross@hubbard.com;Male;20;White;Never-married;Some-college;United-States;Private;Sales;<=50K
harveybrian@gmail.com;Female;44;Black;Widowed;HS-grad;United-States;Private;Exec-managerial;<=50K
ymoore@higgins.net;Male;51;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
charles10@hotmail.com;Male;20;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
ruben47@hopkins.biz;Female;19;Black;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
jjohnson@hotmail.com;Male;45;White;Married-civ-spouse;Some-college;United-States;Self-emp-inc;Craft-repair;>50K
beth11@yahoo.com;Male;60;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
victoriasmith@gmail.com;Female;44;White;Married-civ-spouse;HS-grad;United-States;Self-emp-not-inc;Sales;>50K
dunnjames@yahoo.com;Male;40;Asian-Pac-Islander;Married-civ-spouse;Assoc-voc;United-States;Private;Machine-op-inspct;>50K
qcharles@gmail.com;Female;30;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;<=50K
hammondroger@yahoo.com;Male;38;Black;Married-civ-spouse;Some-college;United-States;Private;Transport-moving;<=50K
omiller@porter-rodriguez.com;Male;23;White;Married-civ-spouse;HS-grad;United-States;Private;Transport-moving;<=50K
felicia81@hotmail.com;Male;44;White;Never-married;Assoc-acdm;United-States;Private;Farming-fishing;<=50K
